date,trades,volume_usd,closed_pnl,net_pnl,win_rate,sentiment_value
2025-01-06,573,556526.99,6064.185393,5889.25430475,0.15532286212914484,76.0
2025-01-07,637,1313178.1,16098.227531,15794.84107837,0.7613814756671899,78.0
2025-01-08,1039,3177275.18,130117.090554,129420.17764361999,0.37151106833493747,70.0
2025-01-09,522,1020733.25,46975.928902,46700.41512257,0.2777777777777778,69.0
2025-01-10,819,6547449.68,-10116.875552,-12211.054727050001,0.5274725274725275,50.0
2025-01-11,283,1658098.71,2269.080536,1774.4325586500001,0.24381625441696114,69.0
2025-01-12,602,2258459.17,5742.241803,5130.1590503,0.7840531561461794,62.0
2025-01-13,408,2936648.0100000002,9655.429352,8792.32922722,0.3872549019607843,61.0
2025-01-14,275,876581.97,16069.512355,15828.92130552,0.49818181818181817,63.0
2025-01-15,267,1801599.8900000001,14819.5883,14305.97930518,0.4606741573033708,70.0
2025-01-16,371,3049692.96,20807.709328,19917.140160040002,0.3423180592991914,75.0
2025-01-17,238,1110230.46,7006.415608,6655.00095911,0.5294117647058824,75.0
2025-01-18,651,2711629.88,443.2330819999997,-372.70111945999986,0.38095238095238093,77.0
2025-01-19,1567,9715215.3,87923.799302,85761.44366229,0.20229738353541799,77.0
2025-01-20,1315,8287327.01,87277.239173,85069.57935334,0.5224334600760456,76.0
2025-01-21,530,1523729.82,11077.839421,10679.5351557,0.3867924528301887,76.0
2025-01-22,832,1778406.43,20524.408057,20053.23791724,0.28125,84.0
2025-01-23,1218,3697028.66,101256.24216,100167.89229032,0.6609195402298851,75.0
2025-01-24,874,1611433.45,10602.779738,10264.1361369,0.5583524027459954,75.0
2025-01-25,506,1239377.7,-10348.016255999999,-10666.95001806,0.27865612648221344,75.0
2025-01-26,451,1201173.66,40823.466668,40441.20851377,0.43458980044345896,73.0
2025-01-27,773,1508028.31,41331.765392,40925.50622457,0.4760672703751617,71.0
2025-01-28,498,579412.17,17979.613973,17854.90368837,0.6285140562248996,72.0
2025-01-29,910,1897513.41,23421.01147,22808.49032491,0.4164835164835165,72.0
2025-01-30,1067,3014397.17,23097.471385,22222.82026927,0.3467666354264292,70.0
2025-01-31,1016,2783411.48,35868.296773,35197.35872149,0.5413385826771654,76.0
2025-02-01,634,1363746.44,32300.205017,32014.72763511,0.5962145110410094,68.0
2025-02-02,1319,5661092.29,162854.759623,161670.63753379,0.35860500379075055,60.0
2025-02-03,2380,22592901.37,348871.326269,345879.76064494,0.4634453781512605,44.0
2025-02-04,2512,15678409.27,416876.88812,413023.10955606,0.276671974522293,72.0
2025-02-05,1297,8743231.51,56706.235562,55370.48594533,0.3215111796453354,54.0
2025-02-06,1703,2818508.87,33803.799733,33094.669374389996,0.46095126247798,49.0
2025-02-07,1524,3460263.54,22450.002091,21711.91285266,0.2821522309711286,44.0
2025-02-08,575,839734.97,586.703253,476.72696682,0.19130434782608696,44.0
2025-02-09,764,2920919.7,150551.829492,150124.46766704,0.4306282722513089,46.0
2025-02-10,889,3624958.44,63908.49465,63417.1323079,0.4780652418447694,43.0
2025-02-11,848,2797544.17,-6093.784817,-6570.2149448499995,0.21816037735849056,47.0
2025-02-12,1031,4143974.54,19848.635032,18749.48000086,0.4626576139670223,46.0
2025-02-13,1370,3199852.21,27829.534238,27006.04675398,0.4678832116788321,50.0
2025-02-14,1655,4007103.42,213860.675308,212899.09759225,0.42900302114803623,48.0
2025-02-15,932,1712852.95,45042.92701,44668.83969198,0.4302575107296137,50.0
2025-02-16,681,806177.64,2369.478425,2197.90641972,0.44052863436123346,54.0
2025-02-17,941,2031044.64,1818.573295,1565.08653936,0.22422954303931988,51.0
2025-02-18,1676,3371128.68,91204.672403,90595.13300009,0.5119331742243437,47.0
2025-02-19,1361,3263930.24,14985.794701,14297.3072515,0.4276267450404115,44.0
2025-02-20,2012,4628609.29,46008.794102,44776.33007725,0.47912524850894633,49.0
2025-02-21,1873,3972159.88,119693.49395,118863.77563623,0.5221569674319274,55.0
2025-02-22,686,3175570.2,25278.704178,24398.53954403,0.4970845481049563,49.0
2025-02-23,520,1141310.74,10656.934251,10426.93153183,0.45,50.0
2025-02-24,5616,11223619.59,38470.176242,36372.21180876,0.39672364672364674,49.0
2025-02-25,6246,19414984.36,204762.177034,201575.56196969,0.260646813960935,25.0
2025-02-26,1176,4946958.13,63229.063129,62474.89058233,0.6709183673469388,21.0
2025-02-27,890,1999898.43,-36525.167517,-37037.31349031,0.27752808988764044,10.0
2025-02-28,1019,4123660.77,225628.108748,224749.71048404,0.3886162904808636,16.0
2025-03-01,174,263824.13,10596.108968,10559.045422610001,0.4482758620689655,20.0
2025-03-02,532,6460848.74,66914.320708,64982.62376599,0.5018796992481203,26.0
2025-03-03,1482,8244590.38,616413.032233,615372.46819058,0.6153846153846154,33.0
2025-03-04,2402,11124247.15,182075.566585,179855.23009972,0.25353871773522063,15.0
2025-03-05,1660,9193654.22,269328.365917,267007.04440615,0.7584337349397591,20.0
2025-03-06,760,6765324.96,16101.125561,14794.508397739999,0.48026315789473684,25.0
2025-03-07,2552,19854275.48,150236.061627,145319.56058013,0.5223354231974922,34.0
2025-03-08,529,892083.51,24700.773359,24492.433586,0.5689981096408318,28.0
2025-03-09,1422,10419697.99,19773.457395,17396.3934682,0.4409282700421941,27.0
2025-03-10,2911,16811790.68,-10010.027269999999,-13498.399741230003,0.39745791824115423,20.0
2025-03-11,3286,14016952.09,-76880.729036,-79321.80927804,0.18746195982958003,24.0
2025-03-12,3968,18618139.15,288105.984215,284447.57064303,0.5645161290322581,34.0
2025-03-13,962,3285591.22,14114.870873,13305.68416583,0.4573804573804574,45.0
2025-03-14,2210,8047187.16,68646.160089,67452.67301408,0.8538461538461538,27.0
2025-03-15,261,2355749.54,78694.624572,78120.291684,0.5938697318007663,46.0
2025-03-16,530,10187921.51,-7910.943544999999,-10353.426547179999,0.2320754716981132,30.0
2025-03-17,920,3592895.05,26163.906513,25356.16650502,0.4532608695652174,32.0
2025-03-18,834,4050655.47,72322.788824,71464.852693,0.22541966426858512,34.0
2025-03-19,1612,4598813.57,29374.682341,28590.1922699816,0.4162531017369727,32.0
2025-03-20,771,1652257.93,10246.859436,9917.62399,0.4085603112840467,49.0
2025-03-21,698,2543903.39,6951.270374,6317.80969117,0.5,31.0
2025-03-22,535,971809.42,12498.535254,12229.70045203,0.4747663551401869,32.0
2025-03-23,447,2593519.67,14047.421585,13450.20557097,0.32662192393736017,30.0
2025-03-24,1027,3017587.05,107878.961301,107347.85594963,0.6153846153846154,45.0
2025-03-25,791,5372519.77,32030.90678,30629.55279423,0.3615676359039191,46.0
2025-03-26,3102,7597754.37,15802.167427,14005.36391091,0.27111540941328177,47.0
2025-03-27,785,3240279.46,58825.359221,58111.3351017,0.33375796178343947,40.0
2025-03-28,728,1483092.61,21337.179335,20947.895939949998,0.3173076923076923,44.0
2025-03-29,1894,3668151.83,12098.872931,11259.02841638,0.3558606124604013,26.0
2025-03-30,568,2850874.96,15795.11514,15036.04338673,0.16549295774647887,32.0
2025-03-31,495,2164772.4699999997,6978.184557,6496.182925889999,0.5232323232323233,34.0
2025-04-01,192,704445.1900000001,-2202.6622420000003,-2365.5982368200002,0.4583333333333333,34.0
2025-04-02,1076,3867930.6,202212.740938,201031.5179001,0.8949814126394052,44.0
2025-04-03,1748,8670233.15,-2365.961276,-3703.0801287000004,0.2974828375286041,25.0
2025-04-04,1272,3835545.73,-25515.678949999998,-26351.742359361,0.38757861635220126,28.0
2025-04-05,360,1267564.22,35907.33771,35625.277366,0.5805555555555556,30.0
2025-04-06,1048,3551252.06,47053.449272,46435.0133593665,0.31679389312977096,34.0
2025-04-07,2814,14460253.14,34527.370305,31760.8152035971,0.23916133617626156,23.0
2025-04-08,943,8869391.4,34899.394798,32624.41710694,0.4093319194061506,24.0
2025-04-09,3967,28556806.47,43120.444797,37009.170438806,0.43055205444920597,18.0
2025-04-10,2127,28741953.29,158261.822261,151393.265760218,0.5289139633286318,39.0
2025-04-11,1096,11319327.07,126406.479081,124232.04000290991,0.3357664233576642,25.0
2025-04-12,2109,55914617.49,410419.694533,398902.098158543,0.2721669037458511,43.0
2025-04-13,1321,14171154.79,48696.021521,46127.6853007351,0.3618470855412566,45.0
2025-04-14,890,13079972.98,45680.443063,43657.285344432996,0.42247191011235957,31.0
2025-04-15,1131,20752168.24,72357.706282,70490.80152261,0.5720601237842617,38.0
2025-04-16,1608,36502715.9,58631.730257,52634.11235171,0.3401741293532338,29.0
2025-04-17,1031,2604551.51,5427.919886,4908.71114908,0.30358874878758485,30.0
2025-04-18,1894,24610650.46,4880.4047439999995,213.07681222999963,0.5126715945089757,33.0
2025-04-19,2786,32706462.71,71950.577495,65469.95116231,0.2921751615218952,32.0
2025-04-20,1982,12126094.05,25060.341936,23173.0123278942,0.3985872855701312,37.0
2025-04-21,1718,42104054.84,34369.267906999994,28013.17684312,0.3940628637951106,39.0
2025-04-22,2998,33753625.24,58652.763578,52903.077827,0.2961974649766511,47.0
2025-04-23,6159,30682443.79,-419020.225731,-426362.30657288,0.324728040266277,72.0
2025-04-24,2232,35088918.64,50704.395965,43337.8956450647,0.4135304659498208,63.0
2025-04-25,1653,27749455.78,20218.859206,13919.765951261801,0.38596491228070173,60.0
2025-04-26,1131,11948127.77,-4125.753942,-6778.06069552,0.1724137931034483,65.0
2025-04-27,337,487537.69,2702.067468,2646.1406953438,0.3560830860534125,61.0
2025-04-28,1379,26124921.49,36906.813759,30899.5623554699,0.4169688179840464,54.0
2025-04-29,2243,34089511.66,125749.613427,120600.3181398469,0.43201069995541685,60.0
2025-04-30,1113,12693878.85,14003.797269,11053.6134961245,0.26504941599281223,56.0
2025-05-01,1230,10720240.52,54536.829297000004,51884.2156190342,0.43089430894308944,53.0
